id;ingresos;gastos_financieros;default
1504;1274;297;0
1505;2098;309;0
1506;1386;341;0
1507;1201;0;0
1508;1653;783;1
1509;1239;220;0
1510;1575;231;0
1511;1074;0;1
1512;1169;174;1
1513;1127;0;1
1514;1358;133;0
1515;1246;517;0
1516;1125;0;0
1517;1155;0;1
1518;1120;164;0
1519;1106;39;0
1520;1176;468;0
1521;1708;437;0
1522;1583;465;0
1523;1302;430;0
1524;1050;75;0
1525;1182;0;1
1526;1260;0;0
1527;1498;358;0
1528;1876;159;0
1529;1127;255;0
1530;1214;471;0
1531;2709;2426;1
1532;1029;0;0
1533;1197;350;0
1534;1274;0;0
1535;883;116;0
1536;2314;225;0
1537;940;349;1
1538;1148;351;1
1539;1281;774;0
1540;1144;228;0
1541;966;124;0
1542;1064;119;0
1543;2696;1603;0
1544;1393;807;0
1545;1113;0;0
1546;1267;436;0
1547;1421;87;0
1548;1358;418;1
1549;1701;754;0
1550;1827;80;1
1551;1087;102;0
1552;1925;343;1
1553;1092;68;0
1554;1008;0;1
1555;1197;131;1
1556;973;517;0
1557;1015;330;1
1558;1701;106;0
1559;1182;216;0
1560;1064;49;0
1561;1211;0;0
1562;1239;0;1
1563;1001;139;0
1564;1029;0;1
1565;1631;269;1
1566;1197;0;0
1567;896;0;0
1568;1190;0;1
1569;1414;382;0
1570;966;0;1
1571;1057;371;0
1572;1253;58;0
1573;2989;461;0
1574;1672;904;1
1575;1911;460;0
1576;1197;0;0
1577;1316;352;0
1578;1246;385;0
1579;1085;0;0
1580;1036;0;1
1581;1017;251;1
1582;1678;1502;0
1583;1281;0;0
1584;1004;963;0
1585;1087;292;0
1586;1365;454;0
1587;1125;243;0
1588;1827;836;0
1589;2051;259;0
1590;1309;65;0
1591;979;168;0
1592;1462;678;0
1593;1131;0;0
1594;1673;231;0
1595;1897;671;1
1596;5670;1802;1
1597;0;0;0
1598;1085;202;1
1599;1176;0;0
1600;1946;1531;0
1601;1463;199;1
1602;1190;85;0
1603;896;171;1
1604;1322;314;0
1605;1120;218;1
1606;1214;997;0
1607;1672;559;1
1608;1078;274;1
1609;1463;0;0
1610;1071;117;0
1611;1491;0;0
1612;1491;47;1
1613;1120;0;0
1614;966;41;0
1615;1162;758;0
1616;864;152;0
1617;1442;122;0
1618;2030;1051;0
1619;1267;129;0
1620;1017;0;1
1621;1322;331;1
1622;1148;243;0
1623;1106;88;0
1624;1295;98;0
1625;1163;85;0
1626;1225;0;1
1627;1074;0;0
1628;903;84;1
1629;889;202;0
1630;1246;335;0
1631;1232;34;0
1632;1042;0;0
1633;1050;162;0
1634;1303;1451;0
1635;1258;375;0
1636;909;0;0
1637;1225;0;0
1638;1155;277;0
1639;1106;257;0
1640;1134;73;1
1641;1204;0;1
1642;1163;200;1
1643;1281;17;1
1644;1064;124;0
1645;1316;56;0
1646;1071;0;1
1647;1337;422;0
1648;1190;155;0
1649;1435;192;0
1650;2576;518;0
1651;1274;377;0
1652;1071;158;0
1653;1023;66;0
1654;858;27;0
1655;1477;61;0
1656;1106;139;0
1657;1127;86;0
1658;1239;74;0
1659;966;51;1
1660;1008;43;0
1661;2891;439;0
1662;1036;123;0
1663;1106;66;1
1664;1029;145;1
1665;2177;832;0
1666;1017;143;0
1667;1551;533;1
1668;877;350;0
1669;1290;335;1
1670;1563;453;0
1671;1386;89;0
1672;1468;81;1
1673;1365;289;0
1674;1015;189;1
1675;1064;0;1
1676;979;314;0
1677;1112;0;0
1678;1570;672;0
1679;1155;0;0
1680;1036;380;0
1681;1398;69;0
1682;1188;680;0
1683;1042;0;0
1684;1001;0;1
1685;1017;123;0
1686;1099;0;1
1687;1239;270;0
1688;1582;0;1
1689;1211;559;0
1690;1939;1786;0
1691;2226;784;0
1692;1197;639;0
1693;1271;60;0
1694;1302;509;1
1695;1538;659;0
1696;1120;77;0
1697;1260;248;0
1698;915;246;0
1699;1393;308;0
1700;1379;283;0
1701;1316;0;0
1702;1577;499;0
1703;1309;1361;0
1704;1351;49;0
1705;1113;0;0
1706;1010;293;0
1707;2492;679;1
1708;1071;0;1
1709;947;228;0
1710;985;44;0
1711;1085;188;1
1712;1373;1024;0
1713;1596;1009;0
1714;1322;100;0
1715;1400;84;0
1716;1183;659;0
1717;1162;593;0
1718;1414;143;0
1719;1284;70;0
1720;1017;0;0
1721;1288;94;0
1722;1017;241;0
1723;1341;992;0
1724;1856;33;0
1725;1407;129;1
1726;1463;330;0
1727;1008;424;0
1728;1551;380;0
1729;931;156;0
1730;1162;51;0
1731;1144;0;0
1732;1239;161;0
1733;1092;0;0
1734;1239;106;1
1735;1188;23;1
1736;1659;365;0
1737;1407;455;0
1738;1036;0;0
1739;1547;89;1
1740;3178;143;0
1741;1246;30;0
1742;1113;0;0
1743;1085;0;1
1744;1538;657;0
1745;1351;126;1
1746;1176;18;0
1747;1484;531;0
1748;1421;177;0
1749;931;138;0
1750;1470;258;0
1751;1036;133;1
1752;1890;140;1
1753;1302;173;0
1754;1113;0;0
1755;1666;24;0
1756;1120;19;1
1757;1435;120;0
1758;1393;12;0
1759;2317;1746;0
1760;1144;117;0
1761;1071;0;1
1762;1064;0;1
1763;1761;362;1
1764;1150;70;0
1765;1141;0;0
1766;1330;963;0
1767;1085;75;0
1768;1141;71;0
1769;1708;216;0
1770;2877;165;1
1771;1264;279;0
1772;938;0;0
1773;1197;0;0
1774;1474;859;0
1775;1204;301;0
1776;1754;1055;1
1777;1113;72;0
1778;1253;218;0
1779;1288;514;0
1780;1316;321;0
1781;1197;361;0
1782;931;34;1
1783;1252;606;0
1784;928;0;0
1785;1246;0;1
1786;1008;235;1
1787;1169;227;0
1788;1330;55;0
1789;1302;65;1
1790;959;0;0
1791;3297;891;0
1792;1220;0;0
1793;1393;75;0
1794;1092;0;0
1795;896;73;0
1796;979;234;0
1797;3268;915;0
1798;1204;339;0
1799;2254;393;0
1800;1341;60;0
1801;1157;0;1
1802;1351;28;0
1803;1386;119;0
1804;1750;732;0
1805;1092;0;0
1806;1288;126;0
1807;1330;32;1
1808;2142;1159;0
1809;1074;161;1
1810;1258;395;0
1811;1717;942;0
1812;2760;1453;0
1813;1218;340;0
1814;1225;0;0
1815;1061;219;0
1816;1862;889;0
1817;1932;573;0
1818;1087;115;0
1819;1316;311;1
1820;1071;96;0
1821;1323;201;0
1822;1127;201;0
1823;1841;0;0
1824;1284;163;0
1825;1337;9;0
1826;1736;798;0
1827;1169;77;0
1828;1092;0;0
1829;1001;218;0
1830;1281;69;0
1831;3249;6132;0
1832;1176;0;0
1833;1214;120;1
1834;9730;5483;0
1835;1876;235;1
1836;1365;187;0
1837;1155;0;0
1838;1106;0;1
1839;1589;0;0
1840;1134;0;0
1841;1197;565;1
1842;1029;150;0
1843;985;159;0
1844;1691;309;0
1845;1393;78;0
1846;1953;64;1
1847;1827;663;1
1848;1253;520;0
1849;1271;332;1
1850;1278;496;1
1851;1029;0;1
1852;1547;472;1
1853;1812;181;0
1854;1106;0;0
1855;2391;1323;0
1856;2177;837;0
1857;1001;219;0
1858;1099;0;0
1859;1071;225;0
1860;987;167;0
1861;1967;1093;1
1862;1201;291;0
1863;1526;209;1
1864;994;0;0
1865;959;178;0
1866;1134;536;0
1867;1351;356;0
1868;987;8;0
1869;1023;177;0
1870;1365;314;0
1871;883;0;1
1872;1761;1044;0
1873;833;0;1
1874;1589;766;0
1875;973;122;0
1876;2174;1600;0
1877;1120;186;1
1878;1246;0;1
1879;1827;247;0
1880;1176;0;0
1881;1017;0;0
1882;2513;1467;0
1883;1297;716;0
1884;1029;0;0
1885;1099;0;1
1886;1148;67;1
1887;1099;0;1
1888;1442;75;0
1889;1169;142;0
1890;1225;128;1
1891;1169;289;0
1892;1239;0;0
1893;1064;99;0
1894;1211;0;0
1895;994;0;0
1896;1071;0;1
1897;1297;334;0
1898;1064;117;0
1899;959;56;0
1900;1144;492;0
1901;3274;203;0
1902;1049;268;0
1903;1260;100;0
1904;1087;0;0
1905;917;148;1
1906;877;0;0
1907;2254;0;0
1908;1015;0;0
1909;985;137;0
1910;1367;200;0
1911;1099;0;0
1912;1430;121;0
1913;1284;159;1
1914;1233;868;0
1915;1029;187;0
1916;973;0;1
1917;1302;1284;0
1918;1302;413;1
1919;1233;631;0
1920;1771;539;1
1921;1365;122;0
1922;1093;93;1
1923;1043;80;0
1924;1596;307;0
1925;1498;0;0
1926;1119;90;0
1927;980;0;1
1928;1246;296;0
1929;1484;71;0
1930;1820;1621;0
1931;1519;494;0
1932;1680;392;0
1933;959;236;0
1934;1106;120;0
1935;1232;0;1
1936;1023;22;1
1937;1015;34;0
1938;959;0;0
1939;2163;718;0
1940;940;0;0
1941;1195;0;0
1942;1393;0;0
1943;2541;0;0
1944;1197;78;0
1945;1022;0;0
1946;1271;387;0
1947;1055;200;0
1948;1233;114;0
1949;1841;892;0
1950;1596;497;1
1951;1078;216;0
1952;1064;210;1
1953;1080;248;0
1954;1176;0;0
1955;1407;482;0
1956;1099;435;0
1957;1358;0;0
1958;1232;109;0
1959;1029;0;1
1960;1544;727;1
1961;945;174;1
1962;1036;345;1
1963;2730;1647;0
1964;1071;325;1
1965;1645;0;0
1966;1071;0;0
1967;909;53;0
1968;934;0;1
1969;1211;0;0
1970;1176;258;1
1971;2863;115;0
1972;4063;186;0
1973;1538;659;0
1974;1106;0;1
1975;1008;0;0
1976;1022;0;0
1977;1428;0;0
1978;966;76;1
1979;1176;61;0
1980;1288;426;0
1981;1176;139;0
1982;1806;992;0
1983;1232;0;0
1984;1157;0;0
1985;1743;0;1
1986;2366;354;1
1987;1736;162;0
1988;1393;0;1
1989;1227;111;0
1990;945;0;0
1991;1334;201;1
1992;1233;298;0
1993;877;0;0
1994;851;98;0
1995;1119;710;0
1996;1659;487;0
1997;1288;200;0
1998;1855;783;0
1999;1404;364;0
2000;1141;225;1
2001;2047;496;0
2002;985;188;1
2003;1022;0;0
2004;1232;479;0
2005;1421;0;0
2006;1080;124;0
2007;1050;0;0
2008;1197;741;1
2009;1087;361;0
2010;1225;126;0
2011;959;254;1
2012;1365;471;0
2013;1071;198;0
2014;1407;181;0
2015;1288;0;0
2016;1093;0;0
2017;980;200;0
2018;1093;104;1
2019;1085;0;0
2020;1421;279;1
2021;1113;22;0
2022;1050;270;1
2023;883;0;0
2024;1057;49;0
2025;1195;438;0
2026;1841;380;0
2027;1078;198;0
2028;2464;1306;0
2029;953;146;0
2030;928;0;0
2031;1015;254;0
2032;1061;105;1
2033;1533;488;0
2034;858;410;0
2035;1022;0;0
2036;1568;279;0
2037;1974;399;0
2038;1061;102;1
2039;1057;30;0
2040;1218;240;0
2041;1341;256;0
2042;1074;0;0
2043;1071;0;0
2044;1334;509;1
2045;1022;156;1
2046;1125;233;1
2047;1138;236;0
2048;1404;162;0
2049;1057;47;1
2050;1148;0;0
2051;1068;168;0
2052;1904;159;0
2053;966;0;0
2054;1029;175;0
2055;994;0;0
2056;1055;85;1
2057;1162;194;1
2058;1232;163;1
2059;1820;937;0
2060;1155;129;1
2061;1227;523;0
2062;839;0;0
2063;2467;238;1
2064;947;0;0
2065;1274;1114;1
2066;2520;193;0
2067;1344;354;1
2068;1127;15;0
2069;1008;60;0
2070;1271;147;0
2071;1400;81;1
2072;1087;389;0
2073;2660;2619;0
2074;1176;95;1
2075;980;69;0
2076;1239;134;1
2077;1220;114;0
2078;2128;999;1
2079;1080;34;0
2080;1904;332;0
2081;1022;0;0
2082;1288;140;1
2083;1474;0;1
2084;1554;678;0
2085;1015;0;0
2086;1022;0;1
2087;1239;260;0
2088;1316;151;0
2089;1330;743;0
2090;1176;100;1
2091;1309;384;0
2092;1526;236;0
2093;1435;276;0
2094;1131;387;0
2095;1057;190;0
2096;1155;121;1
2097;1099;34;0
2098;1645;970;1
2099;1155;250;1
2100;1064;267;1
2101;1010;127;0
2102;1449;0;0
2103;1981;670;0
2104;1806;535;0
2105;1939;279;1
2106;1022;30;1
2107;1239;300;1
2108;1169;549;0
2109;994;270;0
2110;1043;0;0
2111;1334;265;0
2112;1841;1396;0
2113;1029;219;0
2114;1099;0;0
2115;987;0;1
2116;1085;0;1
2117;1577;1242;0
2118;1463;339;0
2119;1456;0;0
2120;1071;0;0
2121;1131;150;0
2122;1208;89;0
2123;1372;21;1
2124;1563;1097;0
2125;1672;506;0
2126;1281;301;1
2127;1888;360;0
2128;1477;0;0
2129;998;0;0
2130;1386;0;0
2131;952;75;1
2132;1526;443;0
2133;1182;20;0
2134;1344;157;0
2135;1125;212;0
2136;2366;165;1
2137;1176;145;0
2138;1328;77;0
2139;1064;0;0
2140;1183;310;1
2141;1157;270;0
2142;1106;99;0
2143;1017;0;1
2144;3164;2144;0
2145;0;0;0
2146;1218;198;1
2147;1267;157;0
2148;1071;65;0
2149;1208;1120;0
2150;973;27;0
2151;1904;1187;0
2152;1078;0;0
2153;2030;275;0
2154;973;0;0
2155;1239;183;0
2156;1449;61;0
2157;1533;113;0
2158;1134;39;0
2159;1316;159;0
2160;1225;59;0
2161;2499;1306;0
2162;1071;51;0
2163;1131;267;1
2164;1113;0;1
2165;1057;161;0
2166;1484;1158;0
2167;1113;420;0
2168;2779;487;0
2169;1106;0;0
2170;861;109;0
2171;1225;317;0
2172;952;154;0
2173;2093;0;0
2174;2100;162;0
2175;2415;1497;1
2176;1386;137;0
2177;3459;2030;0
2178;1694;844;1
2179;1337;0;0
2180;1246;0;1
2181;1330;84;0
2182;1638;220;1
2183;1227;643;0
2184;1239;183;0
2185;1239;260;0
2186;1358;370;0
2187;945;0;0
2188;1120;0;0
2189;1666;742;1
2190;1218;572;0
2191;2058;465;0
2192;1029;0;0
2193;1267;129;0
2194;1379;89;0
2195;1155;89;0
2196;1099;265;0
2197;1204;151;0
2198;1841;649;0
2199;2142;596;0
2200;1316;0;0
2201;1093;297;1
2202;2331;558;0
2203;1188;87;0
2204;1197;504;0
2205;1071;282;0
2206;1239;0;0
2207;2401;1234;0
2208;2317;764;0
2209;1017;277;0
2210;1004;299;0
2211;1449;661;0
2212;1337;0;0
2213;2696;125;1
2214;2576;454;0
2215;1323;0;0
2216;1141;0;0
2217;1050;28;1
2218;1061;293;0
2219;1119;113;0
2220;1176;59;0
2221;1131;94;0
2222;1288;450;0
2223;1144;181;0
2224;1127;82;0
2225;991;0;0
2226;973;689;0
2227;1526;619;0
2228;980;2;0
2229;1290;1432;0
2230;1057;189;0
2231;1042;132;0
2232;1211;53;0
2233;1274;34;1
2234;1358;0;0
2235;1393;174;0
2236;1211;31;0
2237;1288;538;0
2238;1939;682;1
2239;1022;0;1
2240;1512;96;0
2241;749;184;0
2242;1834;860;0
2243;1897;728;0
2244;1113;144;0
2245;749;184;0
2246;1367;645;0
2247;1365;830;0
2248;1309;274;0
2249;1233;366;0
2250;1220;59;1
2251;1288;729;0
2252;730;164;1
2253;1316;148;1
2254;1099;0;1
2255;924;132;0
2256;1561;738;0
2257;883;0;1
2258;1678;152;0
2259;2114;720;0
2260;1157;263;0
2261;1127;164;1
2262;966;150;1
2263;1064;209;1
2264;2251;553;0
2265;1330;0;1
2266;1386;274;0
2267;1258;310;0
2268;1687;131;1
2269;1360;206;1
2270;1365;63;0
2271;2009;459;0
2272;1274;0;0
2273;1778;69;0
2274;1190;326;1
2275;1736;363;0
2276;1001;0;1
2277;1190;29;1
2278;1064;0;0
2279;1337;215;0
2280;1344;568;1
2281;1131;0;1
2282;1316;56;1
2283;1022;0;1
2284;1141;163;0
2285;1042;243;0
2286;973;0;0
2287;3864;2929;0
2288;973;21;1
2289;889;0;0
2290;1841;619;1
2291;877;315;0
2292;1218;0;1
2293;1078;68;0
2294;1015;0;0
2295;966;44;0
2296;1176;450;0
2297;7000;1850;0
2298;1078;369;1
2299;1297;123;0
2300;1348;1159;1
2301;1208;906;0
2302;1316;273;1
2303;1204;66;1
2304;2121;1743;0
2305;1218;0;0
2306;1071;34;0
2307;1004;0;0
2308;1673;579;0
2309;896;0;0
2310;1505;221;1
2311;1080;384;0
2312;1113;0;0
2313;2785;642;0
2314;952;192;0
2315;1071;146;1
2316;1812;401;0
2317;1197;88;0
2318;1404;116;0
2319;1309;0;0
2320;1717;99;1
2321;1043;260;0
2322;2016;936;0
2323;1068;0;0
2324;2034;0;0
2325;1092;30;1
2326;903;0;0
2327;1176;209;0
2328;1820;93;0
2329;1561;505;0
2330;1061;189;0
2331;2041;1685;0
2332;1288;114;0
2333;1519;728;0
2334;1036;97;0
2335;928;0;1
2336;1697;919;0
2337;1085;89;1
2338;1042;96;1
2339;1302;1097;0
2340;1099;0;0
2341;1239;140;0
2342;1820;1253;1
2343;928;0;0
2344;3001;1679;0
2345;1204;148;0
2346;1211;843;0
2347;1157;100;0
2348;1113;0;0
2349;1141;413;0
2350;1862;1436;0
2351;1085;105;0
2352;973;0;0
2353;1155;240;0
2354;1071;181;0
2355;864;0;0
2356;1043;0;0
2357;1309;217;1
2358;1512;0;0
2359;1316;448;0
2360;1554;0;0
2361;1547;0;0
2362;1617;277;0
2363;883;0;0
2364;0;0;0
2365;1113;279;0
2366;1271;419;0
2367;1513;411;0
2368;973;75;0
2369;1589;699;0
2370;1204;179;0
2371;1513;411;0
2372;1400;102;1
2373;1204;0;0
2374;1577;156;0
2375;1162;26;0
2376;1211;85;0
2377;1188;141;1
2378;1134;141;0
2379;2128;815;0
2380;1246;165;1
2381;1155;0;0
2382;0;0;0
2383;1004;70;0
2384;1841;431;1
2385;1064;150;0
2386;1290;181;1
2387;1253;0;1
2388;1330;103;1
2389;1125;907;0
2390;1068;125;0
2391;1252;173;1
2392;1092;193;0
2393;1183;386;0
2394;1211;30;1
2395;883;126;0
2396;1754;843;1
2397;1358;76;0
2398;1218;150;0
2399;915;0;0
2400;1834;617;1
2401;1162;866;1
2402;1125;167;0
2403;1260;376;1
2404;1029;107;0
2405;1876;274;0
2406;1239;359;1
2407;1848;518;0
2408;1176;163;0
2409;1239;68;0
2410;1087;309;0
2411;3115;123;0
2412;4949;2639;0
2413;1258;439;0
2414;973;75;0
2415;1344;196;1
2416;1442;187;1
2417;1085;0;0
2418;1470;342;0
2419;1484;344;0
2420;928;0;0
2421;1050;200;0
2422;2359;1318;0
2423;1036;44;0
2424;1049;0;0
2425;1162;567;0
2426;1078;335;1
2427;1862;462;1
2428;1323;349;0
2429;1042;109;0
2430;1085;28;1
2431;1582;179;0
2432;1176;175;0
2433;1666;50;0
2434;1127;119;0
2435;1071;125;0
2436;883;0;0
2437;2086;0;0
2438;1162;122;0
2439;1337;0;1
2440;1246;447;1
2441;1050;0;1
2442;991;0;0
2443;1113;0;0
2444;1155;0;1
2445;1932;620;0
2446;875;117;0
2447;1093;60;0
2448;1484;889;0
2449;1127;170;0
2450;2016;564;0
2451;3836;169;0
2452;1022;0;0
2453;1001;112;0
2454;1008;75;0
2455;952;0;1
2456;1055;175;0
2457;1303;192;0
2458;2254;0;1
2459;973;0;0
2460;1398;839;0
2461;1087;846;0
2462;1183;0;1
2463;1120;0;0
2464;1540;98;0
2465;1197;368;0
2466;728;201;1
2467;1042;217;0
2468;1134;282;1
2469;1183;73;0
2470;979;97;0
2471;1218;128;0
2472;973;0;1
2473;1008;163;0
2474;1112;0;0
2475;1443;0;0
2476;1792;0;1
2477;1491;202;0
2478;1729;579;1
2479;1099;0;1
2480;1188;356;0
2481;959;54;0
2482;1400;501;0
2483;1498;34;0
2484;1055;152;0
2485;973;0;1
2486;1141;39;0
2487;1176;179;0
2488;1344;251;0
2489;1078;145;0
2490;1848;420;0
2491;1722;0;0
2492;940;0;1
2493;1372;0;0
2494;2816;129;0
2495;1064;76;0
2496;1421;507;0
2497;1400;158;0
2498;987;0;1
2499;973;0;0
2500;1544;613;0
2501;1106;98;1
2502;1414;650;0
2503;1050;38;0
2504;1694;371;1
2505;1029;127;0
2506;915;0;1
2507;991;0;0
2508;1533;637;0
2509;1085;0;0
2510;1723;109;0
2511;959;28;0
2512;1239;117;0
2513;1001;0;0
2514;1365;195;0
2515;994;0;1
2516;1092;128;0
2517;1841;845;1
2518;1218;132;0
2519;1617;240;0
2520;2331;314;1
2521;921;242;0
2522;1260;34;1
2523;1001;184;1
2524;1131;312;0
2525;1474;361;0
2526;1354;201;0
2527;1141;0;0
2528;2331;306;0
2529;1050;64;0
2530;987;143;0
2531;1323;43;0
2532;1078;0;0
2533;1036;76;0
2534;1010;422;0
2535;1049;0;0
2536;1134;309;0
2537;2254;0;0
2538;1316;85;0
2539;1577;84;0
2540;1743;0;0
2541;1106;0;0
2542;1659;423;0
2543;1512;250;0
2544;952;0;0
2545;1113;225;0
2546;1463;347;0
2547;1214;299;1
2548;1050;0;0
2549;1288;0;0
2550;1393;208;0
2551;1379;1226;1
2552;1078;780;0
2553;1442;0;1
2554;1400;288;0
2555;1589;0;1
2556;1169;0;0
2557;952;0;1
2558;1113;313;1
2559;1449;650;0
2560;1057;0;0
2561;1281;202;0
2562;1218;832;0
2563;1017;220;0
2564;1246;527;0
2565;1169;363;0
2566;1182;235;0
2567;1841;0;0
2568;1309;406;0
2569;1061;0;0
2570;2366;137;0
2571;1022;41;1
2572;1106;0;1
2573;2226;1077;1
2574;1042;164;0
2575;1176;0;1
2576;1141;87;0
2577;1008;0;1
2578;1890;939;0
2579;1792;221;1
2580;1190;0;0
2581;3269;1368;0
2582;1106;318;1
2583;1087;230;0
2584;1414;1300;0
2585;1029;33;0
2586;979;410;0
2587;1358;370;0
2588;1246;220;0
2589;1540;486;1
2590;1078;182;0
2591;1071;0;1
2592;883;0;1
2593;1953;628;0
2594;1078;72;0
2595;1190;69;1
2596;1106;0;0
2597;1092;0;1
2598;1119;0;0
2599;1071;590;0
2600;1182;416;0
2601;1372;318;0
2602;1456;498;0
2603;1233;362;1
2604;1233;479;0
2605;938;115;1
2606;1302;291;1
2607;1386;200;0
2608;1036;58;0
2609;959;91;0
2610;1232;294;1
2611;910;56;0
2612;1260;14;1
2613;883;33;0
2614;1225;65;1
2615;1074;0;1
2616;1183;55;0
2617;1729;859;1
2618;1507;355;1
2619;1080;33;0
2620;1071;0;0
2621;1393;1320;1
2622;1288;0;1
2623;1841;745;0
2624;1080;418;0
2625;1029;123;1
2626;1372;189;0
2627;1162;277;0
2628;1253;64;0
2629;2688;920;1
2630;1176;307;0
2631;2723;976;0
2632;959;0;0
2633;1176;405;0
2634;1106;101;0
2635;1068;0;1
2636;2499;544;0
2637;2282;646;1
2638;1022;61;1
2639;1120;193;0
2640;1029;0;1
2641;1407;0;0
2642;1400;177;0
2643;1351;227;0
2644;883;201;0
2645;1841;157;1
2646;2170;1564;0
2647;1309;221;1
2648;1617;211;0
2649;1442;214;1
2650;1099;98;0
2651;1055;0;0
2652;1400;920;0
2653;1239;0;0
2654;1500;1027;0
2655;1284;34;0
2656;1672;424;0
2657;2240;0;0
2658;1232;323;0
2659;1971;31;0
2660;1505;206;1
2661;1500;807;0
2662;1260;147;0
2663;1064;0;1
2664;1303;136;0
2665;1958;34;0
2666;1055;223;0
2667;1071;31;1
2668;861;0;0
2669;1358;218;0
2670;1575;368;0
2671;1131;0;0
2672;1106;116;1
2673;973;61;0
2674;1074;0;0
2675;1393;64;0
2676;1227;202;0
2677;1080;336;0
2678;1953;1642;1
2679;1246;229;1
2680;1106;926;0
2681;1106;104;1
2682;1297;263;0
2683;1099;61;0
2684;1008;0;0
2685;1043;47;1
2686;1015;228;1
2687;1757;258;0
2688;1876;752;0
2689;1841;844;0
2690;1064;207;0
2691;1176;309;1
2692;883;180;0
2693;1328;0;1
2694;915;305;0
2695;973;0;0
2696;1176;172;0
2697;1218;0;0
2698;1274;328;1
2699;1358;26;0
2700;2268;1153;0
2701;1113;225;0
2702;931;29;0
2703;1729;0;0
2704;1085;0;0
2705;1119;208;0
2706;1288;0;0
2707;1188;680;0
2708;1120;526;0
2709;1218;439;0
2710;1841;461;0
2711;1131;181;0
2712;1106;249;1
2713;1155;75;0
2714;1907;355;0
2715;1617;204;0
2716;952;202;1
2717;1288;193;0
2718;966;347;0
2719;3108;706;0
2720;940;0;0
2721;1214;294;0
2722;973;0;0
2723;1281;0;0
2724;1225;0;0
2725;1337;135;0
2726;1428;239;0
2727;1190;118;1
2728;1010;57;0
2729;1505;333;0
2730;903;0;1
2731;1512;250;0
2732;1239;686;0
2733;915;124;0
2734;1610;142;0
2735;1239;0;0
2736;1155;196;0
2737;1703;494;0
2738;1848;808;0
2739;1271;240;0
2740;3472;59;1
2741;1099;48;1
2742;1057;0;1
2743;1498;161;1
2744;1869;443;0
2745;1201;383;0
2746;1316;176;0
2747;1232;100;0
2748;1680;140;0
2749;1169;101;0
2750;1386;100;1
2751;1211;0;1
2752;2184;1846;0
2753;1365;161;0
2754;994;0;0
2755;1322;104;0
2756;1533;384;0
2757;1288;112;0
2758;1354;443;1
2759;973;0;1
2760;2058;492;0
2761;1554;308;0
2762;2331;1943;0
2763;1971;846;0
2764;1365;830;0
2765;1169;577;0
2766;1113;0;1
2767;1050;0;0
2768;1547;102;1
2769;1099;0;0
2770;1260;331;0
2771;1169;49;0
2772;1526;591;0
2773;1138;0;1
2774;805;83;0
2775;1022;0;0
2776;2009;410;0
2777;1589;1243;0
2778;1120;0;0
2779;1341;815;0
2780;1379;211;0
2781;2184;440;0
2782;1049;0;0
2783;987;34;0
2784;1197;156;0
2785;1120;503;0
2786;1015;175;0
2787;1946;685;0
2788;973;0;1
2789;1183;0;1
2790;1092;62;0
2791;979;544;0
2792;917;156;0
2793;1449;333;0
2794;934;0;1
2795;2331;378;0
2796;959;0;1
2797;2060;1010;0
2798;1106;288;0
2799;1456;1000;0
2800;1169;48;1
2801;2170;508;0
2802;987;0;0
2803;1182;158;0
2804;1837;565;0
2805;1295;334;0
2806;1939;52;0
2807;940;193;0
2808;1414;199;0
2809;1211;313;0
2810;1106;213;0
2811;1182;254;0
2812;1050;0;0
2813;1617;242;0
2814;1064;0;0
2815;1428;331;0
2816;2002;701;0
2817;2688;1086;0
2818;1106;62;0
2819;1295;0;0
2820;980;212;1
2821;2884;432;0
2822;921;0;0
2823;1577;1122;0
2824;1288;0;0
2825;1078;0;1
2826;2394;1414;0
2827;1022;150;0
2828;1106;0;0
2829;1239;70;0
2830;1057;75;0
2831;1547;167;0
2832;1204;5;0
2833;1138;75;0
2834;1449;230;0
2835;903;0;0
2836;1264;241;1
2837;1022;0;0
2838;1264;0;0
2839;1176;0;0
2840;2079;71;1
2841;1078;104;0
2842;1119;0;1
2843;1036;0;0
2844;1421;336;1
2845;1621;652;1
2846;1106;232;1
2847;1120;0;1
2848;1358;310;0
2849;1484;236;0
2850;1131;650;0
2851;1274;179;0
2852;1750;77;0
2853;1246;351;0
2854;1134;119;0
2855;966;179;0
2856;2785;1139;0
2857;1183;56;0
2858;973;197;0
2859;1491;51;0
2860;945;0;1
2861;1218;244;0
2862;979;556;0
2863;1232;167;0
2864;1939;189;0
2865;1201;200;0
2866;1074;192;0
2867;1393;0;0
2868;1225;196;0
2869;724;144;0
2870;1155;226;0
2871;1694;0;0
2872;1022;65;1
2873;1883;0;0
2874;979;543;0
2875;1176;182;1
2876;1068;34;0
2877;1106;195;0
2878;1360;99;0
2879;1309;304;1
2880;973;47;0
2881;1214;766;0
2882;2331;163;0
2883;1561;215;0
2884;1373;336;1
2885;1099;224;0
2886;1939;133;1
2887;973;0;0
2888;1827;52;0
2889;1188;198;0
2890;1119;103;0
2891;1491;195;0
2892;1554;63;1
2893;1470;608;1
2894;1568;195;0
2895;1267;315;0
2896;1672;449;0
2897;1372;0;0
2898;903;0;0
2899;1344;275;1
2900;1971;337;0
2901;1806;696;0
2902;1348;349;0
2903;921;51;0
2904;1015;0;0
2905;959;0;0
2906;1400;99;0
2907;1645;310;0
2908;1414;304;1
2909;1017;0;1
2910;1330;130;0
2911;1449;98;0
