id;ingresos;gastos_financieros;default
2912;1036;0;0
2913;1085;34;0
2914;1281;353;0
2915;1071;0;0
2916;1176;0;0
2917;1365;115;0
2918;1232;211;1
2919;1926;1157;0
2920;1267;148;0
2921;1617;312;1
2922;1148;450;1
2923;959;0;0
2924;2219;1857;0
2925;1078;0;0
2926;1112;51;0
2927;1001;35;0
2928;1344;0;0
2929;1232;21;0
2930;1386;56;0
2931;1820;235;0
2932;979;92;0
2933;1841;586;1
2934;1239;0;0
2935;1463;284;0
2936;1085;160;0
2937;1780;662;0
2938;3283;307;0
2939;1652;528;0
2940;1463;707;0
2941;1337;117;1
2942;1120;0;0
2943;1092;591;0
2944;987;0;0
2945;826;266;1
2946;1680;247;0
2947;945;64;1
2948;2128;855;1
2949;966;93;0
2950;1330;113;1
2951;1099;466;0
2952;924;92;0
2953;1162;1035;0
2954;1057;138;0
2955;1303;246;1
2956;1533;71;0
2957;1373;604;1
2958;1253;0;0
2959;1264;183;1
2960;1169;0;0
2961;945;184;1
2962;1288;470;1
2963;1302;213;0
2964;1190;170;0
2965;1284;280;0
2966;1687;0;0
2967;1274;80;0
2968;2149;1262;0
2969;1093;0;0
2970;1554;0;0
2971;1827;618;0
2972;1260;44;0
2973;833;0;0
2974;711;172;0
2975;1672;499;0
2976;924;0;0
2977;1246;836;0
2978;1827;385;0
2979;1008;20;1
2980;1260;406;0
2981;1144;130;0
2982;1218;182;0
2983;1337;419;1
2984;1421;226;0
2985;1008;0;1
2986;1260;99;0
2987;1197;0;1
2988;1093;122;0
2989;1239;236;0
2990;985;0;0
2991;1260;294;0
2992;1316;45;0
2993;1400;175;0
2994;1008;28;0
2995;1449;605;0
2996;1428;0;0
2997;1398;234;0
2998;1337;91;0
2999;1190;49;1
3000;1134;48;0
3001;1995;0;0
3002;1354;330;1
3003;1443;319;1
3004;1631;294;0
3005;1106;27;0
3006;1437;255;1
3007;1400;308;1
3008;1022;0;0
3009;1022;59;0
3010;1337;300;1
3011;1379;0;0
3012;1144;113;1
3013;2058;704;0
3014;1001;171;1
3015;1169;66;1
3016;2254;436;0
3017;1176;0;0
3018;1344;246;1
3019;1078;0;0
3020;1071;97;1
3021;909;313;0
3022;1267;74;0
3023;1036;103;0
3024;1239;195;1
3025;921;61;1
3026;3409;720;0
3027;1561;332;0
3028;1393;285;0
3029;2066;1883;0
3030;1068;135;1
3031;1008;28;0
3032;1092;591;0
3033;1323;707;0
3034;1085;196;0
3035;1144;0;0
3036;945;0;0
3037;1208;415;0
3038;1309;436;1
3039;1055;182;0
3040;1225;422;0
3041;1414;753;1
3042;1155;87;0
3043;1258;109;0
3044;1337;0;0
3045;1029;0;0
3046;1442;0;0
3047;1652;0;0
3048;2156;244;0
3049;1232;303;0
3050;1141;99;0
3051;1169;195;1
3052;1672;510;0
3053;1190;0;0
3054;1309;177;0
3055;813;41;0
3056;979;39;0
3057;1328;601;0
3058;987;0;0
3059;1568;894;0
3060;1421;379;1
3061;2457;443;0
3062;1055;78;0
3063;994;175;1
3064;1113;0;0
3065;1125;298;1
3066;1297;201;0
3067;1008;0;0
3068;980;260;0
3069;1435;467;1
3070;1085;34;0
3071;1848;407;0
3072;1337;547;1
3073;1328;80;1
3074;1617;0;0
3075;1022;0;1
3076;1869;27;1
3077;1015;0;1
3078;953;0;1
3079;1085;0;1
3080;2107;840;1
3081;1806;24;0
3082;2429;788;0
3083;1071;0;0
3084;1792;751;0
3085;938;44;0
3086;1071;0;0
3087;1806;0;0
3088;1386;161;1
3089;1017;429;0
3090;868;157;0
3091;1358;421;0
3092;938;352;1
3093;1494;1404;0
3094;1284;229;0
3095;1004;293;0
3096;1093;210;0
3097;1036;56;1
3098;1208;85;0
3099;1176;26;0
3100;2128;397;0
3101;1316;180;0
3102;1225;28;1
3103;1127;68;0
3104;1239;198;0
3105;1841;468;0
3106;947;74;0
3107;1484;0;0
3108;973;0;1
3109;952;0;1
3110;1575;1156;0
3111;953;0;0
3112;1278;217;1
3113;1274;89;1
3114;1494;93;0
3115;2303;880;0
3116;1008;0;0
3117;1071;97;1
3118;966;125;1
3119;1274;231;0
3120;1793;1066;0
3121;1155;0;0
3122;1148;236;0
3123;1435;131;0
3124;1995;21;1
3125;1232;328;0
3126;931;145;0
3127;1106;0;0
3128;1190;34;0
3129;1208;99;1
3130;973;0;0
3131;1463;339;0
3132;1365;0;1
3133;1050;456;1
3134;1428;172;0
3135;1036;123;0
3136;1208;0;1
3137;947;16;0
3138;1036;0;0
3139;994;35;0
3140;883;0;0
3141;1428;535;0
3142;2212;944;0
3143;1627;184;0
3144;940;0;0
3145;1099;0;0
3146;952;0;0
3147;1701;70;0
3148;940;0;0
3149;1106;249;0
3150;1106;0;0
3151;1134;25;0
3152;1367;1409;0
3153;1036;0;0
3154;1996;610;0
3155;1365;181;1
3156;1563;0;0
3157;1519;0;0
3158;1792;0;0
3159;1141;166;0
3160;1004;0;0
3161;1507;150;1
3162;1519;494;0
3163;1120;123;1
3164;1913;447;1
3165;1085;0;1
3166;1449;1095;0
3167;1169;536;0
3168;1099;131;1
3169;1176;461;0
3170;1631;58;0
3171;1827;657;1
3172;1008;34;0
3173;1494;502;0
3174;1064;0;1
3175;917;509;0
3176;1540;823;0
3177;1008;0;0
3178;1050;30;0
3179;1218;98;0
3180;1085;175;0
3181;1507;742;1
3182;985;137;0
3183;940;122;0
3184;1246;1082;0
3185;1157;98;0
3186;1281;0;0
3187;1022;130;1
3188;1428;0;1
3189;1138;310;0
3190;1680;105;0
3191;1148;84;0
3192;1435;240;0
3193;1169;0;0
3194;1071;99;0
3195;1225;244;0
3196;903;0;0
3197;1708;483;0
3198;2135;400;0
3199;6538;2146;0
3200;1330;60;0
3201;1267;331;1
3202;1071;0;0
3203;1827;535;0
3204;1157;573;0
3205;1144;109;0
3206;1125;86;0
3207;1428;515;0
3208;1220;227;0
3209;1239;312;0
3210;1150;329;0
3211;883;0;0
3212;1087;0;0
3213;1099;129;1
3214;1862;518;1
3215;1288;536;0
3216;1190;106;0
3217;1036;0;0
3218;3108;54;0
3219;1512;266;0
3220;1267;48;0
3221;1176;345;0
3222;1379;599;0
3223;1722;860;0
3224;2898;1728;0
3225;1659;667;1
3226;1393;395;0
3227;1112;416;0
3228;1134;93;0
3229;1290;574;0
3230;1428;214;1
3231;1190;258;0
3232;1507;104;0
3233;1218;0;1
3234;1008;184;1
3235;1099;0;1
3236;1064;166;0
3237;1148;210;0
3238;1227;158;0
3239;1239;283;0
3240;1078;84;0
3241;980;181;0
3242;1138;156;0
3243;1365;53;1
3244;1841;0;1
3245;1119;106;0
3246;1841;395;0
3247;1258;180;0
3248;1162;526;1
3249;1029;152;0
3250;1080;128;1
3251;1055;225;0
3252;1015;57;0
3253;1113;0;0
3254;1414;52;0
3255;1911;1078;0
3256;1057;509;1
3257;1148;0;1
3258;1197;1157;0
3259;1043;155;0
3260;1148;138;0
3261;1176;290;0
3262;1163;0;0
3263;980;0;0
3264;1638;808;0
3265;1131;197;0
3266;1208;206;1
3267;1085;0;0
3268;1351;295;1
3269;1428;114;0
3270;1561;561;0
3271;1182;377;0
3272;994;0;0
3273;1055;194;0
3274;1169;609;0
3275;1414;520;0
3276;1227;214;1
3277;1869;68;0
3278;1201;227;1
3279;1513;341;0
3280;1092;0;0
3281;1575;603;1
3282;1421;0;0
3283;1106;88;0
3284;1022;0;0
3285;1442;93;0
3286;1729;796;0
3287;1036;0;1
3288;1190;159;0
3289;1190;0;0
3290;1010;60;1
3291;889;0;0
3292;1071;98;0
3293;1010;467;0
3294;1344;55;1
3295;1113;19;0
3296;1201;424;0
3297;985;0;1
3298;1841;416;1
3299;1883;244;0
3300;1239;0;0
3301;1113;0;1
3302;910;194;0
3303;1049;0;1
3304;1162;217;0
3305;1204;0;1
3306;1264;258;0
3307;1078;303;0
3308;1288;448;0
3309;1715;240;0
3310;959;0;0
3311;1519;1074;0
3312;940;436;1
3313;3001;275;1
3314;1162;59;1
3315;1071;197;0
3316;1036;445;0
3317;1400;606;1
3318;1022;0;0
3319;1023;0;0
3320;1253;109;0
3321;1253;0;0
3322;945;30;1
3323;987;0;1
3324;1036;131;0
3325;1351;56;0
3326;1271;0;0
3327;1099;0;1
3328;1078;317;0
3329;1176;31;0
3330;1290;0;1
3331;1360;605;0
3332;1295;124;0
3333;1022;0;0
3334;1010;337;1
3335;931;354;0
3336;2403;972;0
3337;1328;351;1
3338;896;0;0
3339;1736;816;0
3340;1134;0;0
3341;1022;345;1
3342;1253;172;0
3343;2047;1348;0
3344;1267;223;0
3345;1127;206;0
3346;1099;0;0
3347;1087;181;1
3348;1182;281;0
3349;2366;911;0
3350;1379;505;0
3351;980;159;0
3352;2016;244;1
3353;2009;581;0
3354;945;0;0
3355;1155;122;0
3356;1799;741;1
3357;1295;0;0
3358;1274;142;0
3359;1470;668;0
3360;1218;998;0
3361;1017;209;0
3362;1204;34;0
3363;953;53;0
3364;1288;251;0
3365;2163;1039;0
3366;1624;499;0
3367;1064;0;1
3368;1162;526;1
3369;1278;0;0
3370;973;0;1
3371;1260;581;0
3372;2219;321;0
3373;1729;874;0
3374;1218;0;1
3375;973;0;0
3376;1001;99;1
3377;1411;348;0
3378;1281;289;0
3379;1148;0;0
3380;1351;593;0
3381;870;0;0
3382;973;0;0
3383;1008;287;0
3384;1484;228;0
3385;1197;412;1
3386;1260;308;0
3387;864;27;0
3388;1085;99;1
3389;1138;97;0
3390;2276;632;0
3391;2128;767;0
3392;1246;83;0
3393;1561;94;0
3394;1554;195;1
3395;2009;754;0
3396;1190;0;0
3397;1022;119;0
3398;940;0;0
3399;1687;187;1
3400;847;38;0
3401;1125;0;0
3402;1127;75;0
3403;1513;1538;0
3404;1190;194;1
3405;1365;135;1
3406;1246;0;0
3407;1344;116;1
3408;1360;605;0
3409;1099;55;0
3410;1883;503;0
3411;1057;371;0
3412;1456;49;0
3413;1214;398;0
3414;1498;889;0
3415;1162;0;1
3416;1085;68;0
3417;1127;61;0
3418;1049;33;0
3419;1197;149;0
3420;1295;314;0
3421;1050;58;0
3422;1127;82;0
3423;985;0;1
3424;2114;0;0
3425;1092;137;0
3426;1022;0;0
3427;1400;133;0
3428;1197;87;0
3429;1204;352;1
3430;1015;225;0
3431;1150;208;0
3432;1288;321;1
3433;1988;25;0
3434;1354;0;0
3435;1964;436;0
3436;1134;0;0
3437;1085;0;1
3438;2646;262;0
3439;1043;109;1
3440;1232;22;0
3441;1913;916;0
3442;1120;0;0
3443;1183;93;0
3444;1430;240;0
3445;1666;110;1
3446;1190;328;0
3447;1078;0;0
3448;1687;764;0
3449;998;289;1
3450;994;0;1
3451;1099;0;0
3452;973;0;1
3453;1113;0;1
3454;1519;643;0
3455;1106;95;1
3456;1561;294;1
3457;1125;0;1
3458;959;39;0
3459;1652;119;0
3460;3220;569;0
3461;910;111;1
3462;1407;0;1
3463;1372;0;0
3464;1148;0;0
3465;3777;2113;1
3466;1267;85;0
3467;1372;2188;1
3468;1271;299;0
3469;987;86;1
3470;1309;34;0
3471;1295;123;0
3472;1119;128;0
3473;985;0;0
3474;1015;118;0
3475;1127;288;0
3476;1113;750;0
3477;938;0;0
3478;1195;0;1
3479;998;0;0
3480;1190;29;0
3481;883;270;0
3482;1442;417;0
3483;1080;410;0
3484;2576;1186;0
3485;1176;0;1
3486;1309;39;1
3487;1316;426;0
3488;1099;256;0
3489;1512;128;0
3490;1042;0;1
3491;1428;134;0
3492;1138;396;0
3493;1099;55;0
3494;1533;232;0
3495;1701;123;0
3496;921;0;0
3497;1029;313;0
3498;3570;508;0
3499;1055;190;0
3500;1085;0;0
3501;1837;504;0
3502;1197;37;0
3503;1435;55;0
3504;1218;127;1
3505;1113;0;0
3506;1316;127;1
3507;1106;0;0
3508;1141;202;0
3509;1274;0;1
3510;2856;304;0
3511;1974;1300;0
3512;1351;1176;0
3513;1182;256;0
3514;2198;1242;1
3515;1379;197;1
3516;1281;95;1
3517;1267;473;0
3518;1328;297;0
3519;1182;192;1
3520;1195;226;0
3521;1218;72;0
3522;1157;0;0
3523;1533;492;0
3524;1519;0;0
3525;2394;1463;0
3526;1367;41;0
3527;1952;1474;0
3528;2716;577;0
3529;1855;875;0
3530;1182;342;1
3531;1295;154;0
3532;1055;85;1
3533;1428;450;0
3534;1645;303;0
3535;1001;0;0
3536;1113;299;0
3537;987;230;1
3538;1678;74;0
3539;952;0;0
3540;2324;147;0
3541;953;59;1
3542;1246;0;0
3543;1246;203;0
3544;1225;65;0
3545;973;0;0
3546;1148;236;0
3547;1036;61;0
3548;1141;272;0
3549;1337;652;0
3550;1435;147;0
3551;1398;839;0
3552;1182;354;0
3553;1001;167;1
3554;1710;581;0
3555;1227;249;0
3556;1271;186;0
3557;991;0;0
3558;1827;951;1
3559;1672;156;1
3560;1022;0;0
3561;1344;53;1
3562;1190;508;1
3563;1302;414;1
3564;1106;109;0
3565;1169;22;1
3566;953;0;0
3567;1183;0;0
3568;1491;245;1
3569;1337;330;0
3570;1134;448;1
3571;1582;871;0
3572;1211;0;0
3573;1290;185;1
3574;2506;1452;0
3575;1288;198;1
3576;1351;0;0
3577;1253;0;1
3578;1050;21;0
3579;1204;104;0
3580;1443;599;0
3581;1764;1313;0
3582;1218;0;0
3583;1064;207;1
3584;1484;357;0
3585;1148;0;0
3586;1260;0;0
3587;1004;0;0
3588;1055;175;0
3589;1120;547;1
3590;1538;726;0
3591;998;109;0
3592;1274;349;0
3593;2058;356;0
3594;1442;0;1
3595;1208;204;1
3596;2233;892;1
3597;1309;232;0
3598;1134;0;0
3599;1190;113;0
3600;1134;160;1
3601;1099;469;0
3602;1303;1538;0
3603;1512;575;1
3604;1106;0;1
3605;1064;0;1
3606;1348;119;1
3607;1163;360;0
3608;959;0;0
3609;1239;240;0
3610;1647;605;0
3611;1225;21;1
3612;1022;696;1
3613;1575;961;1
3614;1330;326;0
3615;1080;196;0
3616;921;68;0
3617;952;0;0
3618;1190;228;0
3619;1029;0;0
3620;1848;429;0
3621;1411;580;1
3622;1078;0;0
3623;889;221;0
3624;1953;61;1
3625;1141;202;0
3626;1162;160;0
3627;1694;588;0
3628;1134;101;1
3629;1208;0;1
3630;1526;95;0
3631;1085;0;0
3632;1869;708;0
3633;1253;0;1
3634;1498;565;0
3635;1148;30;0
3636;1513;154;1
3637;1113;348;1
3638;1197;32;0
3639;1344;397;0
3640;1358;451;0
3641;1239;360;0
3642;1365;100;1
3643;1064;27;0
3644;1099;14;0
3645;1085;0;1
3646;1297;276;0
3647;1491;386;0
3648;952;81;0
3649;1253;0;0
3650;1182;532;1
3651;877;0;0
3652;1204;417;1
3653;1456;596;0
3654;1470;0;0
3655;826;205;1
3656;1036;134;0
3657;1023;0;0
3658;1071;536;0
3659;1246;442;0
3660;973;0;0
3661;1360;0;0
3662;1435;467;1
3663;1672;272;1
3664;1487;304;0
3665;1295;405;0
3666;1127;247;0
3667;1112;270;1
3668;953;100;0
3669;1220;411;0
3670;1112;0;0
3671;1393;56;1
3672;1068;170;0
3673;1253;71;0
3674;1010;285;0
3675;1354;0;0
3676;2079;1344;0
3677;1246;101;0
3678;1841;440;0
3679;2289;388;0
3680;1029;0;0
3681;1134;0;1
3682;1302;204;1
3683;1348;149;0
3684;1049;0;0
3685;1334;503;0
3686;1078;190;0
3687;1946;1317;0
3688;1691;77;1
3689;1513;938;0
3690;1323;0;1
3691;2161;865;1
3692;1309;520;0
3693;1806;1002;0
3694;1182;414;0
3695;1071;0;0
3696;1071;130;0
3697;1093;5;1
3698;1533;231;1
3699;945;0;0
3700;1201;615;0
3701;973;0;1
3702;1001;0;0
3703;1855;813;0
3704;1392;254;1
3705;959;0;0
3706;1036;0;1
3707;1127;52;0
3708;1722;0;1
3709;1078;371;0
3710;1169;0;0
3711;1099;0;0
3712;966;0;0
3713;1281;300;0
3714;1197;494;1
3715;1197;361;0
3716;973;43;1
3717;883;0;0
3718;1330;130;0
3719;2212;205;0
3720;1596;553;1
3721;1748;229;1
3722;1253;64;0
3723;1407;402;0
3724;1274;342;0
3725;966;128;0
3726;921;0;1
3727;1078;104;0
3728;1043;120;1
3729;870;0;0
3730;2244;933;0
3731;1430;50;0
3732;1150;240;0
3733;1071;0;0
3734;903;27;0
3735;1157;353;0
3736;1218;0;0
3737;2359;442;0
3738;1414;753;1
3739;1239;151;0
3740;1344;269;0
3741;1260;64;0
3742;1303;83;1
3743;2085;407;0
3744;1214;194;0
3745;1057;252;0
3746;2212;446;0
3747;1074;479;0
3748;1120;167;0
3749;1786;1145;0
3750;952;30;0
3751;991;0;0
3752;1150;90;1
3753;1855;839;0
3754;1295;88;0
3755;1260;39;1
3756;1354;493;1
3757;1085;290;0
3758;1603;830;0
3759;1232;204;0
3760;1911;806;1
3761;959;43;0
3762;1015;218;0
3763;2156;244;0
3764;840;220;0
3765;1214;209;0
3766;1015;0;1
3767;1204;138;0
3768;1188;127;0
3769;1022;0;0
3770;1883;130;0
3771;1463;375;0
3772;1610;217;0
3773;959;0;0
3774;1977;1554;0
3775;1264;618;1
3776;1841;422;0
3777;1010;521;0
3778;1995;54;0
3779;2387;709;0
3780;1071;136;0
3781;1169;0;1
3782;980;0;1
3783;1127;0;0
3784;1932;512;1
3785;1085;0;1
3786;966;0;0
3787;883;126;0
3788;1008;73;0
3789;1093;308;0
3790;1141;97;0
3791;2058;334;0
3792;945;0;0
3793;1071;0;0
3794;1239;0;0
3795;979;0;0
3796;1337;366;0
3797;1246;212;0
3798;1064;0;0
3799;1841;395;0
3800;1239;203;0
3801;1392;0;0
3802;1157;40;0
3803;1182;266;0
3804;1138;464;0
3805;1232;0;1
3806;1258;216;0
3807;1519;782;0
3808;938;25;0
3809;1078;58;0
3810;1218;21;0
3811;1113;0;0
3812;1267;87;0
3813;973;0;1
3814;1078;0;1
3815;1015;196;0
3816;1141;0;0
3817;2870;0;0
3818;1708;491;0
3819;1284;0;0
3820;1547;30;0
3821;3465;852;0
3822;1162;65;0
3823;1064;93;0
3824;1071;0;1
3825;1680;57;0
3826;1379;585;1
3827;1015;166;0
3828;1225;485;1
3829;1351;288;0
3830;1583;766;0
3831;1127;66;0
3832;1022;0;0
3833;1442;401;0
3834;973;285;0
3835;910;191;0
3836;833;170;0
3837;952;0;0
3838;1113;221;0
3839;868;86;1
3840;1246;513;0
3841;1672;578;0
3842;1208;204;1
3843;1131;161;1
3844;1392;1074;1
3845;1302;169;1
3846;1430;146;0
3847;1120;0;0
3848;1799;0;0
3849;1099;0;1
3850;1068;238;0
3851;1442;99;0
3852;1155;73;0
3853;1078;3;0
3854;1057;400;0
3855;1042;342;0
3856;1113;0;1
3857;1284;73;1
3858;1162;108;0
3859;1068;147;0
3860;973;83;0
3861;1848;1009;0
3862;1169;144;0
3863;1519;0;1
3864;1337;631;0
3865;1435;253;1
3866;1652;418;0
3867;1162;320;0
3868;1120;283;1
3869;1253;540;0
3870;1806;54;0
3871;1484;128;0
3872;1799;0;0
3873;1995;840;0
3874;928;0;0
3875;1106;192;0
3876;1087;782;1
3877;938;130;1
3878;1589;0;0
3879;1085;59;0
3880;1393;590;1
3881;952;43;0
3882;994;28;0
3883;1093;39;0
3884;1435;139;0
3885;1610;137;1
3886;1827;619;1
3887;1208;27;0
3888;1659;742;0
3889;1491;358;0
3890;1022;0;0
3891;1302;99;1
3892;1197;494;0
3893;1119;195;0
3894;1309;0;0
3895;1351;87;0
3896;1197;254;0
3897;2611;1613;0
3898;2002;280;0
3899;1001;139;0
3900;1239;195;0
3901;998;0;0
3902;1188;0;0
3903;1302;307;1
3904;1540;112;0
3905;1694;1034;1
3906;1281;289;0
3907;1010;283;1
3908;1176;70;0
3909;1092;0;0
3910;1125;60;0
3911;1367;0;0
3912;1148;0;0
3913;1085;0;1
3914;1302;206;0
3915;1392;305;1
3916;1176;208;1
3917;903;0;0
3918;1176;0;0
3919;1309;407;0
3920;1274;98;0
3921;1029;0;1
3922;1393;275;1
3923;1260;30;0
3924;1050;41;0
3925;1087;282;0
3926;2009;591;0
3927;1820;458;0
3928;883;0;1
3929;1624;0;1
3930;1004;31;0
3931;1036;0;0
3932;1078;44;0
3933;973;25;0
3934;1043;52;0
3935;1141;312;0
3936;1064;116;1
3937;1239;265;0
3938;1253;0;0
3939;1365;114;0
3940;973;0;1
3941;940;0;0
3942;2464;124;0
3943;1400;243;0
3944;1169;194;0
3945;1260;0;0
3946;0;0;1
3947;1176;0;0
3948;1043;86;1
3949;1757;1059;0
3950;1373;404;0
3951;1316;159;0
3952;1148;671;0
3953;1456;173;0
3954;1036;469;0
3955;1344;821;1
3956;1379;566;0
3957;1057;60;1
3958;979;0;1
3959;1099;144;1
3960;1407;0;0
3961;1078;82;0
3962;1141;225;1
3963;1267;162;0
3964;934;61;1
3965;1246;221;0
3966;1119;112;1
3967;1295;133;0
3968;966;157;0
3969;1393;1021;0
3970;1407;237;0
3971;1904;710;0
3972;1372;127;0
3973;1463;300;0
3974;1491;200;1
3975;1080;229;0
3976;959;254;1
3977;1029;392;0
3978;1157;307;0
3979;1544;559;0
3980;1841;704;0
3981;2457;474;0
3982;973;0;0
3983;1055;175;0
3984;1218;151;0
3985;1008;0;0
3986;966;79;0
3987;1022;0;1
3988;1150;59;0
3989;1204;182;0
3990;1043;48;0
3991;973;0;1
3992;1316;199;0
3993;1125;115;0
3994;2163;718;0
3995;1302;577;0
3996;1435;0;0
3997;966;170;0
3998;1274;0;1
3999;973;421;0
4000;1491;400;1
4001;1169;75;0
4002;1512;226;0
4003;1049;44;0
4004;1162;171;0
4005;1442;309;0
4006;1190;125;1
4007;1351;0;1
4008;1074;104;0
4009;883;170;0
4010;8393;2535;1
4011;1148;151;0
4012;1407;0;0
4013;1119;34;1
4014;1435;1126;0
4015;2688;69;0
4016;1344;303;0
4017;1290;343;0
4018;1050;0;1
4019;1134;163;1
4020;1890;422;0
4021;1162;464;0
4022;1358;142;0
4023;1120;0;0
4024;2702;927;0
4025;959;220;0
4026;1134;86;1
4027;868;28;1
4028;1055;49;0
4029;1583;1091;0
4030;1017;0;0
4031;1068;0;0
4032;973;0;0
4033;1093;59;0
4034;1078;0;0
4035;896;13;0
4036;1386;215;0
4037;1246;0;1
4038;1141;215;0
4039;1220;396;0
4040;2289;761;0
4041;1144;123;1
4042;903;0;1
4043;1085;0;1
4044;1513;0;0
4045;1533;310;0
4046;1288;0;0
4047;1190;0;0
4048;1204;0;0
4049;1064;121;0
4050;833;241;0
4051;1017;0;0
4052;1673;676;0
4053;1621;1204;1
4054;1252;33;0
4055;1697;580;0
4056;1533;758;1
4057;1134;0;1
4058;1316;0;0
4059;833;205;1
4060;2240;23;1
4061;1155;0;1
4062;1049;75;1
4063;1036;26;1
4064;1589;466;0
4065;2051;256;0
4066;1015;120;0
4067;896;0;1
4068;1120;28;1
4069;1456;355;0
4070;1484;567;1
4071;1141;470;1
4072;1557;293;0
4073;973;54;0
4074;1575;311;1
4075;1085;44;1
4076;1023;0;0
4077;1953;76;0
4078;1407;248;0
4079;4893;705;0
4080;1001;253;0
4081;1211;0;0
4082;1400;210;1
4083;1138;313;0
4084;1330;151;0
4085;1010;16;0
4086;987;0;1
4087;1841;573;1
4088;1233;113;0
4089;1551;345;0
4090;3128;1269;0
4091;1106;115;1
4092;1894;1113;0
4093;1379;1037;0
4094;1334;300;1
4095;1197;180;0
4096;1071;0;0
4097;998;0;0
4098;903;64;0
4099;1540;307;0
4100;1036;146;0
4101;1379;144;0
4102;1386;325;1
4103;870;0;1
4104;973;267;0
4105;1449;130;0
4106;1120;152;0
4107;1360;0;0
4108;1155;300;1
4109;2345;1281;0
4110;1491;49;0
4111;1211;0;0
4112;924;87;1
4113;1071;87;0
4114;1127;186;0
4115;1232;0;0
4116;756;143;0
4117;1246;295;0
4118;1155;181;0
4119;1295;0;0
4120;1281;521;0
4121;1722;0;0
4122;952;39;0
4123;1344;422;0
4124;1442;81;1
4125;966;0;1
4126;1169;147;0
4127;1182;70;0
4128;1258;65;0
4129;973;0;0
4130;1197;0;1
4131;1659;200;0
4132;1666;1235;0
4133;1120;0;0
4134;1297;326;0
4135;2276;632;0
4136;1120;0;1
4137;947;0;0
4138;1246;58;1
4139;1697;919;0
4140;1225;103;0
4141;1022;0;0
4142;2168;352;0
4143;1155;422;1
4144;1672;350;1
4145;1162;179;1
4146;1295;190;0
4147;2142;1143;1
4148;1074;0;0
4149;998;179;0
4150;1029;0;1
4151;979;0;0
4152;1379;0;0
4153;1344;0;0
4154;1505;159;1
4155;1330;144;1
4156;2321;302;0
4157;953;106;0
4158;1316;204;0
4159;1085;340;0
4160;1099;518;0
4161;1659;1267;0
4162;2947;384;0
4163;2240;29;0
4164;1131;0;0
4165;896;0;1
4166;1225;200;0
4167;1365;350;0
4168;1169;114;0
4169;1561;99;0
4170;1267;87;1
4171;1806;828;0
4172;1533;454;0
4173;1112;248;0
4174;1119;267;0
4175;2034;34;1
4176;1197;241;0
4177;1260;86;1
4178;2142;1305;0
4179;1323;248;0
4180;1008;77;0
4181;1302;466;1
4182;1351;64;0
4183;1344;437;0
4184;1337;66;1
4185;1267;627;0
4186;1036;204;0
4187;1631;289;0
4188;1672;362;0
4189;1337;286;0
4190;1988;108;0
4191;1029;29;0
4192;1309;301;0
4193;1246;50;0
4194;952;139;0
4195;1519;0;1
4196;952;167;0
4197;1162;95;0
4198;1197;225;0
4199;1218;53;0
4200;2387;1449;0
4201;896;166;0
4202;1204;50;0
4203;1365;642;0
4204;1099;144;1
4205;1001;148;0
4206;1182;109;0
4207;1120;0;0
4208;1507;482;0
4209;1029;125;0
4210;1055;293;0
4211;1099;103;1
4212;1061;264;0
4213;1197;383;0
4214;1214;0;0
4215;1008;43;0
4216;1666;209;0
4217;928;0;0
4218;966;0;0
4219;1085;0;0
4220;966;280;0
4221;2009;608;1
4222;1288;0;0
4223;1392;157;0
4224;979;209;0
4225;1055;0;0
4226;1785;236;0
4227;2632;871;0
4228;1295;60;0
4229;987;0;1
4230;2779;777;0
4231;1827;61;0
4232;1827;277;0
4233;1134;0;0
4234;1602;1014;1
4235;1078;0;1
4236;1334;503;0
4237;1176;485;0
4238;1360;449;0
4239;1253;67;0
4240;1435;1019;0
4241;1330;433;0
4242;1684;647;0
4243;1029;465;0
4244;1519;0;0
4245;947;0;1
4246;1071;669;0
4247;2254;0;0
4248;1526;695;0
4249;1099;12;1
4250;1302;61;0
4251;1477;108;1
4252;1498;20;0
4253;1449;28;1
4254;1085;100;1
4255;1042;161;1
4256;1015;4;0
4257;1645;356;0
4258;1462;596;0
4259;1112;113;0
4260;1260;114;0
4261;1351;101;0
4262;2506;655;0
4263;1148;63;1
4264;1169;0;1
4265;1575;582;0
4266;1267;468;0
4267;1131;618;0
4268;1253;309;0
4269;1127;152;0
4270;1232;96;0
4271;1288;24;0
4272;1379;0;0
4273;1627;353;0
4274;1673;397;1
4275;1631;163;0
4276;1575;299;0
4277;1144;329;0
4278;1078;0;1
4279;1211;0;0
4280;2226;76;0
4281;2324;824;1
4282;1456;104;0
4283;1001;0;0
4284;1061;19;0
4285;0;0;0
4286;1176;258;1
4287;1182;283;0
4288;1218;184;0
4289;1232;319;1
4290;1323;413;0
4291;1568;604;0
4292;1274;257;0
4293;1659;1123;0
4294;1148;78;0
4295;1344;153;0
4296;1127;0;0
4297;1633;541;0
4298;1278;113;1
4299;1428;131;0
4300;1141;172;0
4301;1085;0;0
4302;1806;1123;0
4303;1169;561;0
4304;2100;687;0
4305;1392;889;1
4306;1437;122;0
4307;1155;0;0
4308;1834;0;0
4309;1267;0;1
4310;1015;0;0
4311;1575;847;0
4312;1232;199;0
4313;2212;521;0
4314;1188;327;0
4315;2849;924;0
4316;1519;1074;0
4317;2340;279;0
4318;1099;0;1
4319;1071;473;0
4320;1022;0;0
